;X;year.trail.area.plot;trail.area.plot;latitude;longitude;other_species_present_on_plot;date;surveyors;trail_name;sampling_area;plot;tread_condition_line_1;ease_of_progression_line_1;tread_condition_line_2;ease_of_progression_line_2;tread_condition_line_3;ease_of_progression_line_3;tread_condition_line_4;ease_of_progression_line_4;tread_condition_line_5;ease_of_progression_line_5;tread_condition_line_6;ease_of_progression_line_6;tread_condition_line_7;ease_of_progression_line_7;tread_condition_line_8;ease_of_progression_line_8;tread_condition_line_9;ease_of_progression_line_9;tread_condition_line_10;ease_of_progression_line_10;height_line1_25;height_line1_50;height_line1_100;height_line1_150;height_line2_25;height_line2_50;height_line2_100;height_line2_150cm;height_line3_25;height_line2_50cm;height_line2_100cm;height_line3_150cm;height_line4_25;height_line4_50cm;height_line4_100cm;height_line4_150cm;height_line5_25;height_line5_50cm;height_line5_100cm;height_line5_150cm;height_line6_25;height_line6_50cm;height_line6_100cm;height_line6_150cm;height_line7_25;height_line7_50cm;height_line7_100cm;height_line7_150cm;height_line8_25;height_line8_50cm;height_line8_100cm;height_line8_150cm;height_line9_;height_line9_50cm;height_line9_100cm;height_line9_150cm;height_line10_25;height_line10_50cm;height_line10_100cm;height_line10_150cm; lala; lala; lala
56125;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X100l9mf1;4;9
56126;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X100l9mf2;52;90
56127;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X150l9mf1;4;0
56128;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X150l9mf2;2;48
56129;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X150l9mf3;50;92
56130;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X150l9mf4;92;92
56131;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X25l10mf1;2;0
56132;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X25l10mf2;93;9
56133;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X25l10mf3;50;92
56134;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X50l10mf1;2;5
56135;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X50l10mf2;93;49
56136;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X50l10mf3;50;100
56137;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X100l10mf1;4;2
56138;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X100l10mf2;95;96
56139;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X100l10mf3;50;100
56140;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X150l10mf1;4;25
56141;Line 56;2019.serreta .0.1;serreta .0.1;38,7497266;-27,3338839;64;13/06/2019;Rui;serreta ;0;1;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;20;-40;-60;-60;0;5;-30;-50;0;0;-30;-25;0;0;-25;-25;0;0;-10;-18;0;0;-5;-25;0;15;10;0;0;10;-10;10;0;0;-10;-25;5;5;-20;-20;X150l10mf2;50;100
5710;Line 57;2019.serreta .0.2;serreta .0.2;38,7497266;-27,3338839;31,51;13/06/2019;Rui;serreta ;0;2;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X50l1mf1;2;0
5711;Line 57;2019.serreta .0.2;serreta .0.2;38,7497266;-27,3338839;31,51;13/06/2019;Rui;serreta ;0;2;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X50l1mf2;32;3
5712;Line 57;2019.serreta .0.2;serreta .0.2;38,7497266;-27,3338839;31,51;13/06/2019;Rui;serreta ;0;2;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X50l1mf3;95;51
5713;Line 57;2019.serreta .0.2;serreta .0.2;38,7497266;-27,3338839;31,51;13/06/2019;Rui;serreta ;0;2;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X100l1mf1;4;1
5714;Line 57;2019.serreta .0.2;serreta .0.2;38,7497266;-27,3338839;31,51;13/06/2019;Rui;serreta ;0;2;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X100l1mf2;19;9
5715;Line 57;2019.serreta .0.2;serreta .0.2;38,7497266;-27,3338839;31,51;13/06/2019;Rui;serreta ;0;2;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X100l1mf3;95;36
5716;Line 57;2019.serreta .0.2;serreta .0.2;38,7497266;-27,3338839;31,51;13/06/2019;Rui;serreta ;0;2;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X150l1mf1;4;2
5717;Line 57;2019.serreta .0.2;serreta .0.2;38,7497266;-27,3338839;31,51;13/06/2019;Rui;serreta ;0;2;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X150l1mf2;93;5
5718;Line 57;2019.serreta .0.2;serreta .0.2;38,7497266;-27,3338839;31,51;13/06/2019;Rui;serreta ;0;2;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X50l2mf1;4;4
5719;Line 57;2019.serreta .0.2;serreta .0.2;38,7497266;-27,3338839;31,51;13/06/2019;Rui;serreta ;0;2;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X50l2mf2;32;4
5720;Line 57;2019.serreta .0.2;serreta .0.2;38,7497266;-27,3338839;31,51;13/06/2019;Rui;serreta ;0;2;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X50l2mf3;95;21
5721;Line 57;2019.serreta .0.2;serreta .0.2;38,7497266;-27,3338839;31,51;13/06/2019;Rui;serreta ;0;2;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X100l2mf1;4;7
5722;Line 57;2019.serreta .0.2;serreta .0.2;38,7497266;-27,3338839;31,51;13/06/2019;Rui;serreta ;0;2;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X150l2mf1;2;2
5723;Line 57;2019.serreta .0.2;serreta .0.2;38,7497266;-27,3338839;31,51;13/06/2019;Rui;serreta ;0;2;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X150l2mf2;32;3
5724;Line 57;2019.serreta .0.2;serreta .0.2;38,7497266;-27,3338839;31,51;13/06/2019;Rui;serreta ;0;2;Mineral Soil;Easy Medium;Mineral Soil;Easy Medium;Mineral Soil, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Technically hard / unpleasant;Mineral Soil, Litter, Rock;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Litter, Rock, Roots;Easy Medium;Mineral Soil, Rock;Easy Medium;Mineral Soil, Vegetation, Rock;Technically hard / unpleasant;Mineral Soil, Rock;Technically hard / unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X150l2mf3;95;15
